dtv,case
0.13354017852240424,small
0.1337755822355908,small
0.27150702802403676,small
0.1796038253755352,small
0.1291043284582658,small
0.31718066915409976,small
0.22128901125007622,small
0.11130662922053829,small
0.18086823411832792,small
0.22731132513466065,small
0.1953856657160061,small
0.11848215139850668,small
0.11276421466989489,small
0.2600774201843581,small
0.19449832201974815,small
0.10274921331518308,small
0.14165344893510876,small
0.2261591546684946,small
0.17735218428704322,small
0.1084849275123451,small
0.17961281739247334,small
0.08195261114875951,small
0.13536070344144938,small
0.1253357519968469,small
0.16502635574069136,small
0.13059369542070234,small
0.21279217092582092,small
0.23169374672347515,small
0.17392763256075788,small
0.1712155739308837,small
0.13877173590882005,small
0.2703383993248014,small
0.16289233506439235,small
0.12943578179928983,small
0.10256203778490468,small
0.14595291819788095,small
0.10133920274747121,small
0.18626004746743086,small
0.17948232346378662,small
0.14766400477563416,small
0.2189579827567153,small
0.20889694573139397,small
0.15020611893152055,small
0.12639375498715621,small
0.26412024215005026,small
0.09624072015614574,small
0.12558938507287515,small
0.24797969887883717,small
0.22911225497172374,small
0.26477313753161513,small
0.14095817110921555,small
0.267997588585368,small
0.08240217733988853,small
0.21189694784030869,small
0.12249898882803217,small
0.3508164460336765,small
0.3065825647607666,small
0.14776824975498692,small
0.17645941502783719,small
0.2709037415437332,small
0.2025960765634206,small
0.12704318996488131,small
0.29368731810459436,small
0.09470395358766913,small
0.18104747784849495,small
0.29122992263513314,small
0.22254887235447077,small
0.22415227986502226,small
0.1369494122642912,small
0.14446683785981085,small
0.11427685071006807,small
0.17784156932033784,small
0.16553702793976316,small
0.21989363396767286,small
0.23977432333450666,small
0.15827677299361614,small
0.12127908103359922,small
0.17347917935348606,small
0.2916203598141743,small
0.2162835693918253,small
0.17105164331096429,small
0.2713720483794492,small
0.21909303101684557,small
0.2609864018841902,small
0.21047449809745908,small
0.18143420802519586,small
0.27801767458966486,small
0.29001052204108885,small
0.213857455675044,small
0.11172183686398504,small
0.2394806882674731,small
0.1811326293849564,small
0.22760958528058528,small
0.15887270608438167,small
0.1889475591845649,small
0.17400118584574042,small
0.1150496668439268,small
0.10729341779489521,small
0.16537586794760928,small
0.2617976218272427,small
0.17113400535601753,small
0.15265633156889863,small
0.19180703891897244,small
0.1412595812077371,small
0.26901674366730993,small
0.06107517186610767,small
0.275217078559658,small
0.10462644384832939,small
0.19363302565899487,small
0.22470832410332126,small
0.1327748510356866,small
0.1652626519282469,small
0.13094428658642543,small
0.1825869095789204,small
0.21551862437119562,small
0.1277944696589758,small
0.09136870539631087,small
0.1415110757335306,small
0.1601509554587081,small
0.17631441291816605,small
0.1251300131476532,small
0.19162460885050733,small
0.12228906888175939,small
0.17154853902768996,small
0.15086882703746002,small
0.3429552882614145,small
0.22530919360660018,small
0.1364477211226115,small
0.0965987971741645,small
0.26897850716775623,small
0.1484877395057507,small
0.13631166231121908,small
0.11470648055540444,small
0.14227996819638652,small
0.1115487520867543,small
0.16019405366237882,small
0.18883570400937572,small
0.14564027477990413,small
0.16004807877472832,small
0.1337188422739739,small
0.06317475919657053,small
0.12453900151085494,small
0.17411640355623492,small
0.10985426058192096,small
0.14868996856979327,small
0.11307982815065204,small
0.1137141442597702,small
0.09094839161957002,small
0.11375233609962657,small
0.2171821887443507,small
0.18410094506666982,small
0.1655846153728126,small
0.16225943230823742,small
0.20088868115732508,small
0.19790649718221956,small
0.13743318262342807,small
0.08522124862694194,small
0.1303780968123029,small
0.19627044364445606,small
0.15383960555199827,small
0.1706672943710167,small
0.14909346503017007,small
0.16241758208144197,small
0.17676415425124156,small
0.11437448000528963,small
0.1793474235688809,small
0.23165529923094863,small
0.15111450745283275,small
0.21598585813831514,small
0.1794352421900674,small
0.12231276889121595,small
0.24261843642271552,small
0.22700681039283,small
0.12410134329536292,small
0.10704994216673928,small
0.12229811903707326,small
0.1960860975868202,small
0.177320196573359,small
0.22381457109984676,small
0.15157667040870398,small
0.15454502790682378,small
0.23406298876722853,small
0.2732951025237632,small
0.14543527308586543,small
0.27404927909437954,small
0.13431073551309597,small
0.1592968420301874,small
0.12273299583020575,small
0.10563872761848048,small
0.1436887291121953,small
0.16448577404061346,small
0.1295916389736516,small
0.17959835380604533,small
0.22785401147593395,small
0.15624449827713238,small
0.08195700108422717,small
0.13207881537163002,small
0.20902452168227328,small
0.12564220253222463,small
0.2042921637522126,small
