dtv,case
0.17532216573557582,small
0.22115478401007063,small
0.2756989995754872,small
0.35734566645269517,small
0.30383209159472074,small
0.3971589987007635,small
0.3879323593796001,small
0.2333281041717279,small
0.35019185196091046,small
0.15389521561241648,small
0.46796558332431437,small
0.3529853954766524,small
0.12919625092917392,small
0.4160774261859751,small
0.399804156107024,small
0.24737938560369802,small
0.3012665440976815,small
0.18943660476765528,small
0.2969120664262819,small
0.26974522694678094,small
0.3257180182150863,small
0.1424954601598021,small
0.24182321167031526,small
0.38374609388532677,small
0.29628640351351443,small
0.4555649813688253,small
0.2605478173095064,small
0.25346791703764654,small
0.32133520638768026,small
0.30349451645549125,small
0.2714803460648492,small
0.18421325496512328,small
0.27530556555496266,small
0.2348226517829957,small
0.19215685325113507,small
0.20472721886715203,small
0.16389389374021576,small
0.3244868063007432,small
0.2258601788998961,small
0.36559195096449404,small
0.33691772795596253,small
0.4850830397107709,small
0.20512112398381815,small
0.27875377457472755,small
0.2645348479966107,small
0.16280235744959776,small
0.29097510021035916,small
0.5397885025328646,small
0.3511990560510989,small
0.33252817943553503,small
0.3335002111030836,small
0.1260245314125687,small
0.1340135139473212,small
0.3251421656805845,small
0.23594169558518363,small
0.1823373898096649,small
0.4925291783322825,small
0.4584636543546699,small
0.24778724188433304,small
0.2523120469881992,small
0.3553262242957712,small
0.3364170128835506,small
0.3807288994142293,small
0.2521292922497178,small
0.2606962279233039,small
0.41244407600033167,small
0.45067580312021527,small
0.2788033454561181,small
0.36126397765756024,small
0.2647646957548806,small
0.2184066971332412,small
0.19801131787001636,small
0.3459880880282353,small
0.3238640901271742,small
0.4074107999862669,small
0.2993128955415799,small
0.1955735747398883,small
0.24581789988115216,small
0.32770312683263764,small
0.18808067260995995,small
0.23284888747289145,small
0.3898395574698087,small
0.17887610768615367,small
0.33361970058751966,small
0.25234895887262776,small
0.3701433280778783,small
0.4625332143899756,small
0.3632318678503862,small
0.36848462421944034,small
0.34851887986882574,small
0.2132317744817134,small
0.2884999326577952,small
0.20796152554137473,small
0.19662684292496924,small
0.28368165787956656,small
0.3231257843507069,small
0.19829220296426225,small
0.3184386631012651,small
0.24640008282776749,small
0.4552181048109815,small
0.4079960632922421,small
0.20894137690025427,small
0.2215623511298593,small
0.3190821899048786,small
0.42854013772929683,small
0.4904990696400426,small
0.22985781652199958,small
0.3249817886268595,small
0.14773728836441796,small
0.4317598962411315,small
0.45200829712275714,small
0.2532621668367254,small
0.3318759704287355,small
0.3339286430478226,small
0.2077722213656654,small
0.38824971205673536,small
0.17199805028340193,small
0.3084920815564701,small
0.24627811409293066,small
0.3092838567260886,small
0.2281060457500233,small
0.30786682439807905,small
0.19342979852579686,small
0.3727767103733959,small
0.36034816897335964,small
0.42330332495065537,small
0.21971908176940913,small
0.18227495863106324,small
0.20283322046632357,small
0.36494243703677814,small
0.3283848408564508,small
0.22803033156242938,small
0.19192416602144105,small
0.3687319830623172,small
0.18298627005344703,small
0.2794571827630883,small
0.3225398867387235,small
0.26816725766275973,small
0.3709691460105008,small
0.13596545628560552,small
0.2538047711454725,small
0.17968798788964738,small
0.3416354874526642,small
0.18232818762664635,small
0.36011376536327977,small
0.33630118552124044,small
0.2910860585327859,small
0.27277345107660717,small
0.18383357885245605,small
0.31826842800642186,small
0.28316067150595214,small
0.3700445028805352,small
0.22903241681312858,small
0.42346919640382374,small
0.33117383131150363,small
0.2862632227363513,small
0.202018634324603,small
0.19300862372588357,small
0.4411753964330943,small
0.2733767964417764,small
0.2873686447739926,small
0.18312052452062513,small
0.38307006070168187,small
0.20355703710835274,small
0.16889867297000016,small
0.3352272699238271,small
0.47868723455611706,small
0.37725099641265764,small
0.3098509153087842,small
0.3090384075507328,small
0.28175068824015725,small
0.3305647501908185,small
0.2425195688900944,small
0.477057881789485,small
0.09457309146307154,small
0.2200144337405579,small
0.22461958341889474,small
0.28225437522150076,small
0.17686991732166205,small
0.4111987952322096,small
0.11893350196280583,small
0.26915163816114474,small
0.30797986095565816,small
0.19150989942018218,small
0.510609527368469,small
0.3288369249086729,small
0.3298238253213795,small
0.27117912705534036,small
0.21244518794521075,small
0.34534140069011865,small
0.40819099385679475,small
0.39773118877788016,small
0.2212665584435883,small
0.32190520349021107,small
0.38763686521014384,small
0.17783348621215223,small
0.4924614570768234,small
0.33667215899978536,small
0.25170744980470344,small
0.23425257562933113,small
