iteration,norm,normB
1,1.291113405773739,0.3009368734013025
2,0.07354698868502635,0.0114612878029702
3,0.027989899253584388,0.004271918903123674
4,0.017131741654955627,0.005091044099147262
5,0.016109197080728194,0.006165022028655291
6,0.017543122122200785,0.006690440661703977
7,0.018974500371837816,0.006617696408671162
8,0.01997805423520441,0.006171042508656482
9,0.020610516648882093,0.00563464351164901
10,0.020930558977617086,0.005182574784993274
11,0.02096534246963373,0.004855527967838942
12,0.02074428807964148,0.004622346923158491
13,0.020297391342545514,0.004437668959542765
14,0.01964960905130757,0.004267446567327909
15,0.018828374124809817,0.00409389576182328
16,0.017874336290979294,0.003913164258403993
17,0.016844284648355023,0.0037310441325134986
18,0.015804398184102748,0.0035581865597398314
19,0.014818829927929536,0.0034057651418621378
20,0.013939927558754681,0.0032825560599872195
21,0.013203674475780585,0.0031938664266371658
22,0.012630330269390524,0.0031419477140938097
23,0.012228100122487881,0.0031270861151639234
24,0.01199743289899087,0.003148648047871268
25,0.01193441304623801,0.003205720768516538
26,0.01203272290087819,0.00329731272973083
27,0.012284361474173508,0.0034222466018342763
28,0.012679725921718059,0.0035789352381355834
29,0.013207956982211565,0.0037652555081397815
30,0.01385863668708305,0.003978746599192766
31,0.014625656035735892,0.00421728525274845
32,0.015512650958706657,0.004480091873081564
33,0.016536558125779276,0.004768349187306025
34,0.01772329707009304,0.005084194181266015
35,0.019091306957202046,0.005427126045418086
36,0.020626248307596528,0.005788415341824694
37,0.02225791480554588,0.006146137670719897
38,0.023851876451220045,0.006464521706533008
39,0.02522568593901517,0.006700469927159122
40,0.02619327086927052,0.006816612729630812
41,0.026623579370039677,0.006794351680164678
42,0.02647887964687764,0.006637343675074089
43,0.025806192455347245,0.006362661231978603
44,0.024695853094574394,0.00598864257515983
45,0.02324641483651529,0.005530729438590116
46,0.021554982636351364,0.0050064748105494985
47,0.01971892128161324,0.0044412461269089905
48,0.017830555152207113,0.0038671047592490656
49,0.015965748489370057,0.0033155286954978653
50,0.014177475933229,0.0028100657611374196
51,0.01249814418842884,0.0023633769250146945
52,0.010945955297291381,0.0019786181631772613
53,0.009530284659047025,0.0016527216845609494
54,0.00825460394660046,0.001379502719586977
55,0.007117775324533394,0.0011517777088335655
56,0.00611482209846525,0.0009625303826000212
57,0.005237738880113251,0.0008054362521659029
58,0.004476423699475261,0.0006750292629987426
59,0.0038196135791096035,0.0005666941210721302
60,0.0032556954682948286,0.0004765851511155379
61,0.002773324165946586,0.0004015220024855499
62,0.0023618381251512784,0.00033888541169286603
